game_id,title,developer,genre,release_date,release_month,release_day_of_week,price_usd,is_f2p,has_launch_discount,launch_discount_pct,tags,n_tags,has_early_access,has_multiplayer,has_controller_support,developer_prior_titles,developer_years_active,developer_avg_prior_rating,developer_is_established,wishlists,has_demo,demo_conversion_rate,marketing_score,reviews_24h,positive_ratio,peak_ccu_24h,review_velocity_per_hour,refund_rate,median_playtime_24h,launch_success_score
SG-0999,Thunder Sanctum,Nova Entertainment,Casual,2021-07-09,7,Friday,19.99,False,True,15,Relaxing|Cute|Puzzle|Singleplayer|Pixel Graphics|Retro,6,False,False,False,4,11,0.585,False,1960,False,,29.6,26,0.539,73,1.08,0.236,1.82,38.03
SG-1000,Rift,Nova Arts,Survival,2022-04-21,4,Thursday,29.99,False,False,0,Open World|Multiplayer|Sandbox|Online Co-op,4,False,True,False,0,15,0.288,False,1336529,False,,47.5,14851,0.753,106947,618.79,0.142,3.04,90.44
SG-1001,Depths,Azure Creations,RPG,2022-09-24,9,Saturday,9.99,False,True,10,Story Rich|Fantasy|Turn-Based|Singleplayer|Competitive|Procedural Generation|Fishing|Cute,8,False,False,False,1,3,0.845,False,1148,False,,0.0,26,0.653,20,1.08,0.174,0.2,34.1
SG-1002,Bastion of Horizon,Silver Labs,Sports,2023-02-26,2,Sunday,14.99,False,False,0,Competitive|Controller Support|PvP|3D|City Builder|Base Building|Hack and Slash,7,False,True,True,9,6,0.612,False,1183,False,,46.6,27,0.847,125,1.12,0.113,3.51,55.31
SG-1003,Iron Exodus,Lunar Workshop,Action,2020-05-02,5,Saturday,9.99,False,True,10,Hack and Slash|3D|Controller Support|Competitive,4,False,False,True,9,6,0.67,True,14562,False,,100.0,112,0.646,1227,4.67,0.198,2.17,51.68
SG-1004,Rising Wasteland,Nova Collective,Action,2020-06-24,6,Wednesday,14.99,False,False,0,Fast-Paced|Competitive|Fishing|Hack and Slash|Card Game|PvP,6,False,True,False,4,1,0.282,False,4481,True,0.118,69.4,33,0.505,118,1.38,0.169,0.75,33.15
SG-1005,Zenith,Frost Forge,Puzzle,2021-09-16,9,Thursday,59.99,False,False,0,Singleplayer|Relaxing|2D|Narrative|Procedural Generation|Deck Building|Music|Story Rich,8,False,False,False,0,5,0.675,False,527,False,,57.3,11,0.741,47,0.46,0.114,3.4,51.15
SG-1006,Citadel of Citadel,Iron Digital,Racing,2023-09-22,9,Friday,14.99,False,False,0,Fast-Paced|Multiplayer|3D|Competitive|City Builder,5,False,True,False,1,3,0.666,False,4439,False,,12.3,23,0.503,141,0.96,0.231,1.73,36.74
SG-1007,The Frontier,Pixel Software,RPG,2020-01-28,1,Tuesday,4.99,False,False,0,Story Rich|Fantasy|Choices Matter|Exploration|Controller Support|PvE|Farming,7,False,False,True,0,8,0.821,False,7552,True,0.148,73.2,137,0.79,194,5.71,0.121,1.59,51.07
SG-1008,Exodus of Eclipse,Nova Forge,Simulation,2021-02-15,2,Monday,39.99,False,True,10,Management|Crafting|Farming|Hack and Slash,4,False,False,False,0,3,0.541,False,2169,False,,74.0,37,0.653,37,1.54,0.188,2.97,48.24
SG-1009,Crimson Sanctum,Pixel Games,Adventure,2021-04-13,4,Tuesday,39.99,False,False,0,Story Rich|Exploration|Singleplayer|Retro|3D|Fast-Paced,6,False,False,False,2,1,0.593,False,5413,False,,89.4,128,0.808,291,5.33,0.116,3.38,58.79
SG-1010,Shadow Sanctum,Shadow Forge,Indie,2022-12-14,12,Wednesday,39.99,False,False,0,Pixel Graphics|Retro|Atmospheric|Controller Support|PvE|VR|Real-Time|Card Game,8,False,False,True,3,5,0.71,False,245,True,0.073,95.3,3,0.654,5,0.12,0.187,2.71,45.5
SG-1011,The Sanctum,Apex Games,Action,2021-09-15,9,Wednesday,14.99,False,False,0,Hack and Slash|3D|Controller Support|Narrative|Multiplayer|Atmospheric,6,False,True,True,0,5,0.812,True,136514,False,,71.0,2775,0.662,6796,115.62,0.114,2.98,88.03
SG-1012,Crystal Nexus,Nova Labs,Casual,2022-06-01,6,Wednesday,29.99,False,False,0,Relaxing|Singleplayer|Co-op|Pixel Graphics|Real-Time,5,False,True,False,1,3,0.502,False,3352,True,0.185,14.5,66,0.625,153,2.75,0.174,1.85,43.62
SG-1013,The Horizon,Nexus Digital,Strategy,2023-12-16,12,Saturday,0.0,True,False,0,Turn-Based|Tactical|Management|Base Building|Real-Time|Crafting|Fast-Paced,7,False,False,False,0,7,0.861,True,35166,False,,44.4,280,0.835,3395,11.67,0.076,3.5,78.7
SG-1014,Citadel of Depths,Crystal Digital,Action,2022-05-06,5,Friday,14.99,False,True,15,Hack and Slash|3D|Controller Support|Open World|Anime|Online Co-op,6,False,True,True,0,2,0.741,False,7182,False,,43.9,307,0.763,595,12.79,0.093,2.44,63.36
SG-1015,Protocol of Horizon,Silver Forge,Simulation,2023-05-07,5,Sunday,4.99,False,False,0,Management|Sandbox|Relaxing|City Builder|Base Building|Moddable|Exploration,7,False,False,False,2,1,0.85,True,1705,False,,35.7,66,0.918,158,2.75,0.076,3.39,59.68
SG-1016,Nexus,Obsidian Studios,Adventure,2021-10-25,10,Monday,14.99,False,True,10,Story Rich|Exploration|Card Game|PvE|Pixel Graphics,5,False,False,False,9,3,0.633,True,4159,False,,70.7,192,0.799,362,8.0,0.139,3.38,61.0
SG-1017,Kingdom of Citadel,Apex Works,Casual,2023-11-05,11,Sunday,9.99,False,False,0,Relaxing|Cute|Puzzle|Sci-Fi|Farming,5,False,False,False,11,2,0.645,False,3459,True,0.091,42.2,145,0.72,234,6.04,0.073,3.19,57.25
SG-1018,Protocol,Nova Studios,Indie,2020-07-22,7,Wednesday,19.99,False,True,10,Pixel Graphics|2D|Singleplayer|Retro|Atmospheric|Fishing|Card Game|Management,8,False,False,False,5,1,0.923,False,4335,False,,33.0,143,0.924,367,5.96,0.111,5.08,63.25
SG-1019,The Zenith,Void Entertainment,Simulation,2020-04-28,4,Tuesday,14.99,False,False,0,Management|Crafting|City Builder|Procedural Generation,4,False,False,False,1,5,0.827,False,840,True,0.051,20.8,21,0.724,41,0.88,0.105,3.41,51.15
SG-1020,Rift,Azure Arts,Action,2022-04-02,4,Saturday,9.99,False,False,0,Fast-Paced|Hack and Slash|Controller Support|Competitive|Retro,5,False,False,True,1,3,0.949,False,2624,False,,42.6,22,0.625,205,0.92,0.139,2.49,45.83
SG-1021,Horizon,Crimson Digital,Strategy,2021-06-15,6,Tuesday,59.99,False,False,0,Real-Time|Tactical|Management|Turn-Based|Souls-like,5,False,False,False,4,1,0.645,True,4217,False,,17.9,48,0.538,307,2.0,0.14,3.13,47.2
SG-1022,The Wasteland,Iron Studios,RPG,2023-07-05,7,Wednesday,4.99,False,False,0,Choices Matter|Open World|Crafting|City Builder,4,False,False,False,0,5,0.731,False,740,True,0.139,79.1,9,0.53,21,0.38,0.231,1.66,36.18
SG-1023,Bastion of Kingdom,Titan Forge,Simulation,2022-05-05,5,Thursday,4.99,False,True,15,Management|Crafting|Relaxing|Story Rich,4,False,False,False,2,5,0.98,True,3963,False,,82.6,41,0.608,156,1.71,0.17,1.61,40.96
SG-1024,Last Citadel,Ember Works,Casual,2023-11-18,11,Saturday,19.99,False,True,25,Relaxing|Cute|2D|Puzzle|Singleplayer|Deck Building,6,False,False,False,0,2,0.946,False,343,False,,34.1,8,0.629,27,0.33,0.145,3.44,47.13
SG-1025,Realm,Iron Collective,Sports,2022-07-28,7,Thursday,39.99,False,False,0,Multiplayer|Controller Support|PvP|3D|Fishing|Dark|Narrative,7,False,True,True,2,1,0.837,False,1222,False,,29.3,39,0.636,68,1.62,0.107,3.0,49.31
SG-1026,The Legends,Ember Labs,Adventure,2021-12-18,12,Saturday,19.99,False,False,0,Story Rich|Atmospheric|3D|PvP|Hack and Slash|Cooking|Early Access|Dark,8,True,True,False,0,9,0.713,False,4110,True,0.136,0.0,81,0.701,155,3.38,0.175,2.36,49.06
SG-1027,Protocol,Nexus Collective,Indie,2021-07-28,7,Wednesday,24.99,False,False,0,Atmospheric|Crafting|Farming|Retro|Dark,5,False,False,False,1,4,0.661,False,3343,False,,52.2,15,0.533,113,0.62,0.168,1.62,37.64
SG-1028,The Forge,Storm Collective,Indie,2022-09-10,9,Saturday,19.99,False,False,0,Pixel Graphics|2D|Singleplayer|Crafting,4,False,False,False,5,4,0.715,False,366,False,,63.1,8,0.884,30,0.33,0.034,4.81,56.44
SG-1029,Zenith of Sanctum,Crimson Games,Action,2021-12-24,12,Friday,49.99,False,True,25,Fast-Paced|3D|Competitive|Exploration|Pixel Graphics,5,False,False,False,1,2,0.936,False,10819,False,,40.8,73,0.579,625,3.04,0.186,2.34,46.68
SG-1030,Legends,Nexus Productions,RPG,2023-11-23,11,Thursday,29.99,False,False,0,Story Rich|Choices Matter|Open World|Turn-Based|Souls-like|Deck Building|Tower Defense|PvE,8,False,False,False,7,6,0.764,False,7946,False,,50.3,155,0.811,524,6.46,0.131,3.6,60.66
SG-1031,Inferno,Void Productions,Action,2023-04-28,4,Friday,29.99,False,True,10,3D|Competitive|Fantasy|Music|Management|Early Access|Exploration,7,True,False,False,6,9,0.616,False,3915,False,,32.9,99,0.652,102,4.12,0.202,1.54,43.59
SG-1032,Dark Inferno,Void Entertainment,Strategy,2022-02-16,2,Wednesday,19.99,False,False,0,Turn-Based|Real-Time|Tactical|Base Building,4,False,False,False,1,5,0.827,False,134,False,,48.8,2,0.638,9,0.08,0.137,2.15,42.93
SG-1033,Wasteland,Storm Games,Strategy,2022-03-28,3,Monday,19.99,False,False,0,Turn-Based|Management|Moddable|Procedural Generation|Choices Matter,5,False,False,False,5,5,0.856,False,7815,True,0.055,30.7,311,0.759,898,12.96,0.14,4.03,66.71
SG-1034,Bastion of Chronicles,Titan Workshop,RPG,2022-09-02,9,Friday,29.99,False,False,0,Choices Matter|Turn-Based|Deck Building|Open World|Dark|2D|Music|Bullet Hell,8,False,False,False,3,4,0.629,False,697,False,,51.3,22,0.787,75,0.92,0.055,4.0,53.95
SG-1035,Legends,Shadow Collective,Adventure,2023-01-12,1,Thursday,4.99,False,True,20,Exploration|Atmospheric|Singleplayer|PvE|Fast-Paced|Relaxing,6,False,False,False,3,3,0.722,False,620,True,0.158,8.0,3,0.534,19,0.12,0.156,2.89,43.3
SG-1036,The Frontier,Void Works,Simulation,2020-12-01,12,Tuesday,4.99,False,True,15,Management|Sandbox|Relaxing|PvE|Cooking|Narrative,6,False,False,False,2,17,0.499,False,889,True,0.159,47.7,9,0.731,84,0.38,0.138,2.02,45.66
SG-1037,Silent Haven,Nova Forge,RPG,2021-01-21,1,Thursday,9.99,False,True,25,Fantasy|Choices Matter|VR|Farming,4,False,False,False,0,3,0.541,False,1410,False,,38.5,40,0.57,62,1.67,0.174,2.92,45.92
SG-1038,Odyssey,Crystal Studios,Indie,2023-03-11,3,Saturday,9.99,False,False,0,Pixel Graphics|Singleplayer|Card Game|Story Rich|Farming|Difficult,6,False,False,False,3,6,0.842,False,2526,True,0.081,76.0,30,0.602,140,1.25,0.163,1.24,38.58
SG-1039,Legends,Ember Arts,Roguelike,2022-02-14,2,Monday,19.99,False,False,0,Difficult|Fast-Paced|3D|Bullet Hell,4,False,False,False,3,4,0.648,False,3289,True,0.183,53.1,109,0.677,90,4.54,0.131,1.67,46.44
SG-1040,The Legacy,Crystal Arts,Horror,2020-01-06,1,Monday,9.99,False,False,0,Atmospheric|Story Rich|3D|Card Game,4,False,False,False,0,3,0.594,False,612,False,,33.3,9,0.48,13,0.38,0.237,0.2,27.25
SG-1041,The Sanctum,Neon Creations,Action,2020-06-24,6,Wednesday,24.99,False,False,0,3D|Competitive|Cute|Retro|Fast-Paced|Anime|Atmospheric,7,False,False,False,4,3,0.957,False,10420,False,,3.3,303,0.7,652,12.62,0.124,0.97,53.75
SG-1042,Protocol of Abyss,Iron Creations,Casual,2022-11-29,11,Tuesday,0.0,True,False,0,2D|Online Co-op|Choices Matter|Card Game|Crafting|Retro|Multiplayer|Relaxing,8,False,True,False,4,1,0.844,True,6322,False,,63.8,120,0.555,340,5.0,0.204,1.47,42.1
SG-1043,Hollow Frontier,Lunar Creations,Sports,2020-12-21,12,Monday,49.99,False,False,0,Multiplayer|Competitive|Controller Support|PvP|Moddable,5,False,True,True,4,1,0.406,True,1279,False,,64.8,38,0.788,52,1.58,0.145,2.32,49.78
SG-1044,Hollow Odyssey,Neon Works,Sports,2021-09-10,9,Friday,14.99,False,False,0,Competitive|Controller Support|3D|Cooking|Dark|VR,6,False,False,True,1,2,0.758,False,4732,True,0.157,47.2,34,0.402,78,1.42,0.235,2.7,38.7
SG-1045,Ancient Protocol,Pixel Workshop,Strategy,2020-09-29,9,Tuesday,24.99,False,True,25,Turn-Based|Real-Time|Tactical|Management|Retro,5,False,False,False,0,3,0.904,False,75,False,,67.0,3,0.915,5,0.12,0.128,3.48,55.67
SG-1046,Frontier of Haven,Shadow Workshop,RPG,2023-07-09,7,Sunday,14.99,False,True,25,Fantasy|Choices Matter|Turn-Based|Pixel Graphics|Base Building|Crafting|Retro|Narrative,8,False,False,False,6,7,0.547,False,348,False,,83.0,1,0.353,5,0.04,0.271,0.2,22.59
SG-1047,Eclipse,Crystal Arts,Indie,2022-05-11,5,Wednesday,39.99,False,True,15,Pixel Graphics|2D|Singleplayer|Atmospheric|PvP|Tactical|Online Co-op,7,False,True,False,0,3,0.594,False,660,False,,17.6,8,0.604,33,0.33,0.23,0.25,31.36
SG-1048,Chronicles of Dominion,Lunar Workshop,Indie,2023-01-05,1,Thursday,14.99,False,True,25,Pixel Graphics|Singleplayer|Retro|Controller Support|Difficult,5,False,False,True,9,6,0.67,True,21603,False,,0.0,601,0.775,1308,25.04,0.124,1.76,70.41
SG-1049,Thunder Bastion,Shadow Arts,Strategy,2021-08-01,8,Sunday,19.99,False,True,15,Turn-Based|Real-Time|Tactical|Management|Procedural Generation,5,False,False,False,1,1,0.732,False,1186,False,,33.3,20,0.783,40,0.83,0.151,3.36,52.19
SG-1050,The Inferno,Shadow Studios,Action,2022-06-14,6,Tuesday,14.99,False,False,0,Hack and Slash|3D|Turn-Based|Narrative|Procedural Generation|Card Game,6,False,False,False,0,2,0.721,False,768,False,,42.1,18,0.571,7,0.75,0.202,0.56,32.66
SG-1051,Dominion,Frost Entertainment,Casual,2021-08-04,8,Wednesday,9.99,False,False,0,Cute|Singleplayer|Controller Support|Difficult|Relaxing|PvE|Music,7,False,False,True,0,3,0.675,False,1228,False,,40.5,14,0.341,11,0.58,0.253,0.38,23.96
SG-1052,Abyss,Crimson Productions,Indie,2022-03-03,3,Thursday,14.99,False,False,0,Pixel Graphics|Singleplayer|Crafting|Relaxing|Retro,5,False,False,False,1,10,0.79,False,515,True,0.252,19.5,14,0.595,15,0.58,0.19,0.24,31.83
SG-1053,Dominion,Pixel Labs,Simulation,2023-09-25,9,Monday,9.99,False,False,0,Management|Music|Story Rich|Narrative|Fishing,5,False,False,False,1,5,0.496,False,670,False,,50.5,15,0.638,40,0.62,0.206,0.95,36.57
SG-1054,Nexus of Horizon,Azure Entertainment,Casual,2020-08-19,8,Wednesday,49.99,False,False,0,Cute|2D|Puzzle|Fishing|Tactical|Souls-like,6,False,False,False,0,8,0.751,False,5439,False,,51.9,121,0.445,92,5.04,0.195,1.51,38.17
SG-1055,Chronicles of Legacy,Crystal Productions,RPG,2022-06-21,6,Tuesday,29.99,False,False,0,Story Rich|Fantasy|Choices Matter|Dark|Multiplayer|Narrative,6,False,True,False,3,2,0.93,False,191,False,,40.3,5,0.598,5,0.21,0.117,1.09,36.86
SG-1056,Crimson Realm,Ember Software,Action,2021-12-27,12,Monday,9.99,False,True,20,Fast-Paced|Hack and Slash|Competitive|Metroidvania|Controller Support,5,False,False,True,4,5,0.75,False,54244,False,,60.4,212,0.456,486,8.83,0.232,3.27,50.63
SG-1057,The Realm,Lunar Productions,Horror,2023-12-23,12,Saturday,29.99,False,True,25,Dark|Atmospheric|PvE|Choices Matter,4,False,False,False,4,1,0.965,False,5846,False,,46.1,183,0.653,154,7.62,0.101,3.27,56.0
SG-1058,The Legacy,Frost Creations,Adventure,2023-03-24,3,Friday,39.99,False,False,0,Story Rich|Atmospheric|Singleplayer|Narrative|Choices Matter,5,False,False,False,4,3,0.674,False,11474,False,,88.7,334,0.77,628,13.92,0.053,3.96,68.17
SG-1059,Realm,Silver Workshop,RPG,2021-07-10,7,Saturday,14.99,False,False,0,Story Rich|Fantasy|Open World|Turn-Based|Base Building|Fishing|Post-Apocalyptic|Souls-like,8,False,False,False,0,14,0.553,False,45614,True,0.157,90.3,908,0.781,2454,37.83,0.08,3.89,82.05
SG-1060,Dominion of Inferno,Nexus Forge,Platformer,2022-02-21,2,Monday,19.99,False,True,10,2D|Pixel Graphics|Difficult|Singleplayer|Tower Defense,5,False,False,False,0,4,0.735,False,1472,True,0.137,21.0,33,0.697,99,1.38,0.129,3.98,50.7
SG-1061,The Wasteland,Neon Forge,Horror,2022-04-09,4,Saturday,14.99,False,True,20,Dark|Atmospheric|Singleplayer|Pixel Graphics|Souls-like,5,False,False,False,3,1,0.568,False,328,False,,3.5,3,0.512,8,0.12,0.226,2.47,39.43
SG-1062,Lost Eclipse,Shadow Entertainment,Casual,2023-06-06,6,Tuesday,14.99,False,False,0,Cute|Puzzle|Singleplayer|PvE|Card Game|Competitive,6,False,False,False,1,3,0.534,False,8761,False,,52.4,150,0.765,782,6.25,0.126,2.63,58.3
SG-1063,Realm of Rift,Obsidian Games,Puzzle,2022-02-17,2,Thursday,39.99,False,True,15,2D|Narrative|PvE|Music|Cute|Online Co-op|Tactical,7,False,True,False,10,4,0.98,True,484,False,,50.5,14,0.594,27,0.58,0.127,2.58,44.49
SG-1064,Haven of Exodus,Lunar Games,Sports,2020-03-24,3,Tuesday,19.99,False,False,0,Multiplayer|Competitive|PvP|3D|City Builder|PvE,6,False,True,False,0,4,0.375,False,266,False,,51.3,7,0.68,15,0.29,0.14,2.21,44.68
SG-1065,Nexus of Depths,Neon Forge,Adventure,2023-12-12,12,Tuesday,19.99,False,True,10,Atmospheric|Singleplayer|Narrative|Choices Matter|Fast-Paced,5,False,False,False,3,1,0.568,False,5254,False,,64.1,34,0.365,131,1.42,0.154,1.28,31.94
SG-1066,Endless Protocol,Apex Works,Adventure,2023-04-04,4,Tuesday,29.99,False,False,0,Exploration|Relaxing|Story Rich|Cooking|Multiplayer|Dark|2D|PvE,8,False,True,False,11,2,0.645,False,4888,False,,61.9,50,0.889,641,2.08,0.098,2.48,57.18
SG-1067,Wasteland of Protocol,Silver Forge,Visual Novel,2022-06-03,6,Friday,14.99,False,False,0,Choices Matter|2D|Story Rich|Sci-Fi,4,False,False,False,2,1,0.85,True,6179,False,,21.4,97,0.684,500,4.04,0.196,2.7,51.94
SG-1068,Abyss,Nova Labs,Adventure,2023-08-29,8,Tuesday,4.99,False,False,0,Story Rich|Dark|Relaxing|Cute|Controller Support,5,False,False,True,1,3,0.502,False,17077,True,0.065,72.9,568,0.69,1209,23.67,0.136,1.9,67.99
SG-1069,Odyssey,Shadow Interactive,RPG,2021-04-04,4,Sunday,9.99,False,False,0,Fantasy|Turn-Based|Sandbox|Tower Defense|Competitive|Dark|Hack and Slash|3D,8,False,False,False,0,3,0.549,True,18642,False,,100.0,291,0.933,1334,12.12,0.054,2.81,73.22
SG-1070,Haven of Rift,Pixel Forge,Strategy,2022-01-29,1,Saturday,9.99,False,True,25,Turn-Based|Real-Time|Tactical|Base Building|Fast-Paced|Bullet Hell|Souls-like,7,False,False,False,0,6,0.601,False,4933,False,,49.0,74,0.348,238,3.08,0.236,1.08,31.18
SG-1071,Kingdom of Legacy,Storm Works,Adventure,2020-06-02,6,Tuesday,4.99,False,True,20,Story Rich|Dark|PvP|Moddable|Tactical,5,False,True,False,1,9,0.763,False,2967,False,,49.7,134,0.779,236,5.58,0.097,2.96,58.01
SG-1072,Horizon,Titan Collective,Action,2023-11-19,11,Sunday,29.99,False,True,25,3D|Competitive|Metroidvania|Fishing|Multiplayer|Post-Apocalyptic|Anime|Sandbox,8,False,True,False,0,1,0.775,False,167,False,,95.3,1,0.649,5,0.04,0.181,2.38,43.73
SG-1073,Dominion of Odyssey,Azure Workshop,Adventure,2020-11-20,11,Friday,9.99,False,True,10,Story Rich|Exploration|Atmospheric|Singleplayer|Real-Time|Co-op|3D|Fantasy,8,False,True,False,9,1,0.757,False,224948,True,0.109,32.7,8633,0.846,11875,359.71,0.01,2.52,92.84
SG-1074,Inferno of Frontier,Storm Software,Adventure,2020-06-15,6,Monday,4.99,False,False,0,Story Rich|Exploration|Narrative|Farming|Anime|Co-op,6,False,True,False,1,4,0.939,True,4160,False,,47.8,33,0.516,183,1.38,0.158,1.75,38.92
SG-1075,Bastion of Realm,Void Games,Action,2023-09-16,9,Saturday,19.99,False,True,20,Fast-Paced|Hack and Slash|Controller Support|Competitive,4,False,False,True,0,3,0.542,False,6249,False,,36.3,84,0.595,133,3.5,0.185,3.22,48.98
SG-1076,Rift,Lunar Games,Adventure,2022-12-13,12,Tuesday,39.99,False,False,0,Exploration|Atmospheric|Singleplayer|Pixel Graphics|Fast-Paced|Crafting|Dark|Retro,8,False,False,False,0,4,0.375,False,2777,False,,10.8,25,0.708,93,1.04,0.182,2.3,46.39
SG-1077,The Bastion,Void Entertainment,Sports,2020-08-13,8,Thursday,59.99,False,False,0,Multiplayer|Controller Support|VR|PvE|Turn-Based|Anime|Metroidvania,7,False,True,True,1,5,0.827,False,518,False,,66.2,9,0.951,68,0.38,0.068,4.56,58.16
SG-1078,The Nexus,Crystal Media,Strategy,2020-09-21,9,Monday,19.99,False,True,20,Turn-Based|Tactical|Management|Base Building|Fast-Paced|Early Access|Tower Defense,7,True,False,False,0,2,0.65,False,3347,False,,8.1,34,0.733,337,1.42,0.124,3.16,52.85
SG-1079,Iron Dominion,Iron Creations,Indie,2023-08-28,8,Monday,39.99,False,False,0,Pixel Graphics|2D|Atmospheric|Real-Time,4,False,False,False,4,1,0.844,True,6243,False,,78.1,197,0.635,139,8.21,0.218,3.85,54.22
SG-1080,Citadel,Pixel Games,Simulation,2022-07-06,7,Wednesday,4.99,False,True,20,Management|Sandbox|Relaxing|City Builder,4,False,False,False,2,1,0.593,False,1559,False,,39.7,2,0.325,10,0.08,0.277,0.2,21.72
SG-1081,The Eclipse,Iron Workshop,Puzzle,2022-04-08,4,Friday,29.99,False,False,0,Singleplayer|Relaxing|Narrative|Metroidvania|Multiplayer|Souls-like|City Builder|Early Access,8,True,True,False,2,2,0.464,False,1087,True,0.092,36.3,16,0.497,16,0.67,0.199,1.62,35.71
SG-1082,Dominion of Forge,Iron Digital,Adventure,2021-04-10,4,Saturday,14.99,False,True,20,Atmospheric|Online Co-op|Farming|Tower Defense,4,False,True,False,1,3,0.666,False,335,False,,40.9,4,0.397,5,0.17,0.237,0.2,24.54
SG-1083,The Citadel,Frost Software,Action,2022-02-28,2,Monday,59.99,False,False,0,Fast-Paced|Hack and Slash|3D|Competitive|Sci-Fi|Singleplayer,6,False,False,False,0,1,0.86,True,14745,True,0.107,92.8,153,0.638,1155,6.38,0.143,2.39,54.7
SG-1084,Protocol,Storm Forge,Indie,2022-11-06,11,Sunday,0.0,True,False,0,Pixel Graphics|Singleplayer|Retro|Atmospheric|Exploration,5,False,False,False,6,1,0.746,False,34846,False,,52.2,1932,0.903,1836,80.5,0.048,3.9,83.7
SG-1085,Sanctum of Protocol,Shadow Workshop,Adventure,2021-05-27,5,Thursday,14.99,False,True,15,Story Rich|Exploration|Singleplayer|Crafting,4,False,False,False,6,7,0.547,False,2070,False,,79.0,55,0.633,96,2.29,0.192,1.15,39.44
SG-1086,Forge of Legends,Shadow Arts,RPG,2021-03-20,3,Saturday,24.99,False,False,0,Story Rich|Fantasy|Open World|Turn-Based|Moddable|City Builder|Tower Defense|Atmospheric,8,False,False,False,1,1,0.732,False,3217,False,,7.7,95,0.779,175,3.96,0.099,2.0,51.39
SG-1087,Legends of Wasteland,Crystal Forge,Indie,2022-11-06,11,Sunday,4.99,False,True,25,Pixel Graphics|2D|Singleplayer|Retro|Co-op|PvP|Tactical,7,False,True,False,0,17,0.786,False,2364,False,,12.6,27,0.68,85,1.12,0.112,3.42,50.16
SG-1088,Exodus,Azure Interactive,Puzzle,2022-10-31,10,Monday,19.99,False,True,25,Singleplayer|Narrative|Sci-Fi|Card Game|Fishing,5,False,False,False,0,8,0.98,False,1060,True,0.01,38.8,28,0.69,62,1.17,0.162,2.2,45.65
SG-1089,Legacy,Golden Works,Action,2021-05-19,5,Wednesday,14.99,False,True,25,Fast-Paced|Hack and Slash|3D|Controller Support|Competitive|Card Game|Fishing,7,False,False,True,4,4,0.664,True,90711,False,,100.0,3279,0.656,5469,136.62,0.121,0.64,76.05
SG-1090,The Abyss,Crimson Productions,Indie,2023-01-03,1,Tuesday,24.99,False,True,10,Pixel Graphics|2D|Singleplayer|Atmospheric|Procedural Generation|3D|Music|Co-op,8,False,True,False,1,10,0.79,False,614,False,,100.0,26,0.827,19,1.08,0.088,1.94,49.32
SG-1091,The Citadel,Crystal Forge,Action,2022-08-20,8,Saturday,14.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support|Competitive|Real-Time|Tactical|Difficult,8,False,False,True,0,17,0.786,False,243,False,,49.9,3,0.45,5,0.12,0.18,0.3,27.42
SG-1092,Nexus,Nexus Arts,Indie,2022-01-11,1,Tuesday,24.99,False,True,15,Singleplayer|Atmospheric|Online Co-op|Open World|Cooking|Fishing|Competitive|Dark,8,False,True,False,0,7,0.492,False,332,False,,77.2,7,0.58,11,0.29,0.187,0.52,32.5
SG-1093,The Dominion,Titan Collective,Action,2021-07-14,7,Wednesday,14.99,False,True,10,Fast-Paced|Hack and Slash|3D|Controller Support|Moddable,5,False,False,True,0,1,0.775,False,2816,False,,21.9,13,0.411,67,0.54,0.231,0.2,25.65
SG-1094,Eclipse of Bastion,Iron Entertainment,Action,2023-01-25,1,Wednesday,9.99,False,False,0,3D|Controller Support|Cooking|Deck Building,4,False,False,True,0,1,0.784,True,2268,False,,61.6,11,0.608,64,0.46,0.237,1.44,37.6
SG-1095,Depths of Wasteland,Nexus Media,Sports,2020-05-14,5,Thursday,9.99,False,False,0,Multiplayer|Competitive|Controller Support|PvP|3D|Moddable|Procedural Generation|Fishing,8,False,True,True,0,8,0.687,False,8581,False,,29.1,89,0.465,558,3.71,0.217,1.86,40.79
SG-1096,Legacy of Haven,Iron Digital,Adventure,2023-05-07,5,Sunday,24.99,False,True,25,Story Rich|Atmospheric|Fast-Paced|Turn-Based|Metroidvania|Open World|PvP,7,False,True,False,1,3,0.666,False,74,False,,57.3,1,0.608,5,0.04,0.194,0.7,33.89
SG-1097,Rift,Pixel Arts,RPG,2020-02-05,2,Wednesday,14.99,False,False,0,Story Rich|Fantasy|Choices Matter|Turn-Based,4,False,False,False,0,6,0.98,False,1659,False,,28.7,19,0.783,91,0.79,0.098,2.54,50.85
SG-1098,Forgotten Citadel,Void Collective,Platformer,2022-07-12,7,Tuesday,4.99,False,True,25,Pixel Graphics|Difficult|Singleplayer|Retro|Choices Matter,5,False,False,False,0,5,0.508,False,2663,False,,44.0,88,0.607,188,3.67,0.164,3.94,50.01
SG-1099,The Forge,Apex Works,Simulation,2022-03-31,3,Thursday,4.99,False,True,20,Management|Crafting|Relaxing|City Builder|Narrative|3D|Turn-Based,7,False,False,False,11,2,0.645,False,4794,False,,29.3,51,0.461,115,2.12,0.229,1.39,34.85
SG-1100,Bastion,Rogue Creations,Racing,2020-01-23,1,Thursday,39.99,False,False,0,Fast-Paced|Controller Support|3D|Competitive|Anime|Souls-like|Bullet Hell,7,False,False,True,0,1,0.472,False,291,False,,53.6,7,0.578,5,0.29,0.193,2.43,41.93
